filename	gen_size	gen_count	morph_filename	nw_func	nw_kwargs	connectedness	discrete	whole_lex	h_space_incr	lexeme_count	zipf_max	prod_size	rand_tf	lexeme_dist_shape	prior_weight
test_2017-12-19T06-30-40___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T07-10-46___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T07-43-52___50_10_7_30000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T07-55-15___50_10_7_30000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T08-22-47___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T08-26-45___50_10_7_30000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T09-02-00___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T09-06-24___50_10_7_40000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T09-15-24___50_10_7_40000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T09-53-12___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T09-55-20___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T10-49-39___50_10_7_50000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T10-58-33___50_10_7_70000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-19T11-00-48___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T12-29-01___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T12-37-19___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T12-41-22___50_10_7_70000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-19T13-43-55___50_10_7_70000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-19T13-47-02___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T13-55-30___50_10_7_30000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T14-47-00___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T15-09-56___50_10_7_100000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T15-31-19___50_10_7_30000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T15-40-44___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T16-52-19___50_10_7_40000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T17-06-45___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T17-26-59___50_10_7_30000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T17-44-17___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T18-26-26___50_10_7_70000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-19T19-02-46___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T19-31-41___50_10_7_40000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T19-48-38___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T20-25-01___50_10_7_70000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-19T20-58-04___50_10_7_30000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T21-09-25___50_10_7_50000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T21-22-39___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-19T21-37-03___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T22-24-50___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T22-30-35___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-19T22-54-14___50_10_7_30000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-19T23-18-04___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-19T23-27-58___50_10_7_40000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-19T23-41-48___50_10_7_70000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-20T00-06-14___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-20T00-09-16___50_10_7_70000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-20T00-52-51___50_10_7_100000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-20T01-01-17___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-20T01-07-24___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-20T01-54-56___50_10_7_70000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-20T02-22-26___50_10_7_30000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-20T02-41-30___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-20T03-08-21___50_10_7_40000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-20T03-46-52___50_10_7_50000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-20T04-37-54___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-20T05-27-38___50_10_7_70000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-20T06-03-45___50_10_7_100000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-20T06-54-57___50_10_7_30000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	30000	True	flat	proportion_of_lex
test_2017-12-20T07-31-42___50_10_7_40000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	40000	True	flat	proportion_of_lex
test_2017-12-20T08-22-46___50_10_7_50000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	50000	True	flat	proportion_of_lex
test_2017-12-20T09-09-48___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-20T09-44-31___50_10_7_70000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	70000	True	flat	proportion_of_lex
test_2017-12-20T10-52-11___50_10_7_100000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	100000	True	flat	proportion_of_lex
test_2017-12-27T13-18-20___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T13-18-30___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T14-27-49___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T14-38-56___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T15-38-05___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T15-44-10___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T16-48-15___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T16-53-40___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T17-52-42___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T18-02-38___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T18-53-19___50_10_7_60000_0.05_rand_data_6.05	50	10	artificial-data/data_6.05.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T19-08-59___50_10_7_60000_0.05_rand_data_6.01	50	10	artificial-data/data_6.01.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T19-56-32___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T20-16-31___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T21-10-50___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T21-44-03___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T22-02-35___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T23-01-59___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T23-20-45___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-27T23-59-39___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T00-56-27___50_10_7_60000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T00-58-09___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T01-48-30___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T02-36-36___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T04-12-37___50_10_7_60000_0.05_rand_data_6.06	50	10	artificial-data/data_6.06.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T04-24-14___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T06-11-12___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T06-49-16___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T07-16-31___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T08-11-17___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T08-52-19___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T09-45-30___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T09-52-45___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T10-30-14___50_10_7_60000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T11-03-15___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T11-24-22___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T12-54-40___50_10_7_60000_0.05_rand_data_6.03	50	10	artificial-data/data_6.03.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T12-58-49___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T14-35-55___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T14-56-36___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T15-06-36___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T15-48-39___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T17-50-39___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T18-57-28___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T19-00-11___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T19-28-05___50_10_7_60000_0.05_rand_data_6.04	50	10	artificial-data/data_6.04.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T20-48-17___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-28T23-19-54___50_10_7_60000_0.05_rand_data_6.10	50	10	artificial-data/data_6.10.txt	nan	nan	nan	True	True	7	1000	100	60000	True	flat	proportion_of_lex
test_2017-12-05T15-43-18___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-05T16-10-02___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-05T16-41-13___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-05T18-05-42___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-05T19-09-34___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-05T19-51-47___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T09-39-20___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T10-03-08___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T10-30-41___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T10-54-13___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T11-18-40___50_10_7_25000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T11-43-49___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T12-17-06___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T12-45-50___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T13-14-19___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T13-52-00___50_10_7_50000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T14-34-46___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T15-27-39___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T16-17-28___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T17-01-21___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T17-47-21___50_10_7_100000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T18-29-03___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T18-43-54___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T19-02-14___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T19-16-23___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T19-32-41___50_10_7_25000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	25000	True	nan	None
test_2017-12-06T19-47-30___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T20-11-00___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T20-32-52___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T21-02-15___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T21-32-17___50_10_7_50000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	50000	True	nan	None
test_2017-12-06T21-55-30___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T22-33-09___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T23-15-45___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-06T23-59-50___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-07T00-36-57___50_10_7_100000_0.05_rand_data_6.08	50	10	artificial-data/data_6.08.txt	nan	nan	nan	True	True	7	1000	100	100000	True	nan	None
test_2017-12-08T15-55-57___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
test_2017-12-08T16-23-39___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
test_2017-12-08T16-48-24___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
test_2017-12-08T17-14-24___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
test_2017-12-08T17-41-16___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
test_2017-12-08T18-08-54___50_10_7_40000_0.05_rand_data_6.02	50	10	artificial-data/data_6.02.txt	nan	nan	nan	True	True	7	1000	100	40000	True	nan	None
